,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
,state,symptom
date,Hypergammaglobulinemia,isPartial,state,symptom
2015-09-01,15,False,NE,Pelvic Pain
2015-10-01,19,False,NE,Pelvic Pain
2015-11-01,38,False,NE,Pelvic Pain
2015-12-01,36,False,NE,Pelvic Pain
2016-01-01,26,False,NE,Pelvic Pain
2016-02-01,21,False,NE,Pelvic Pain
2016-03-01,31,False,NE,Pelvic Pain
2016-04-01,23,False,NE,Pelvic Pain
2016-05-01,32,False,NE,Pelvic Pain
2016-06-01,32,False,NE,Pelvic Pain
2016-07-01,30,False,NE,Pelvic Pain
2016-08-01,27,False,NE,Pelvic Pain
2016-09-01,40,False,NE,Pelvic Pain
2016-10-01,44,False,NE,Pelvic Pain
2016-11-01,26,False,NE,Pelvic Pain
2016-12-01,31,False,NE,Pelvic Pain
2017-01-01,40,False,NE,Pelvic Pain
2017-02-01,47,False,NE,Pelvic Pain
2017-03-01,31,False,NE,Pelvic Pain
2017-04-01,18,False,NE,Pelvic Pain
2017-05-01,22,False,NE,Pelvic Pain
2017-06-01,36,False,NE,Pelvic Pain
2017-07-01,41,False,NE,Pelvic Pain
2017-08-01,29,False,NE,Pelvic Pain
2017-09-01,22,False,NE,Pelvic Pain
2017-10-01,30,False,NE,Pelvic Pain
2017-11-01,18,False,NE,Pelvic Pain
2017-12-01,44,False,NE,Pelvic Pain
2018-01-01,31,False,NE,Pelvic Pain
2018-02-01,30,False,NE,Pelvic Pain
2018-03-01,30,False,NE,Pelvic Pain
2018-04-01,36,False,NE,Pelvic Pain
2018-05-01,24,False,NE,Pelvic Pain
2018-06-01,38,False,NE,Pelvic Pain
2018-07-01,27,False,NE,Pelvic Pain
2018-08-01,39,False,NE,Pelvic Pain
2018-09-01,38,True,NE,Pelvic Pain
date,Pelvic Pain,isPartial,state,symptom
2004-01-01,0,False,NV,Pelvic Pain
2004-02-01,0,False,NV,Pelvic Pain
2004-03-01,0,False,NV,Pelvic Pain
2004-04-01,0,False,NV,Pelvic Pain
2004-05-01,0,False,NV,Pelvic Pain
2004-06-01,100,False,NV,Pelvic Pain
2004-07-01,0,False,NV,Pelvic Pain
2004-08-01,0,False,NV,Pelvic Pain
2004-09-01,0,False,NV,Pelvic Pain
2004-10-01,89,False,NV,Pelvic Pain
2004-11-01,0,False,NV,Pelvic Pain
2004-12-01,0,False,NV,Pelvic Pain
2005-01-01,0,False,NV,Pelvic Pain
2005-02-01,0,False,NV,Pelvic Pain
2005-03-01,0,False,NV,Pelvic Pain
2005-04-01,0,False,NV,Pelvic Pain
2005-05-01,0,False,NV,Pelvic Pain
2005-06-01,0,False,NV,Pelvic Pain
2005-07-01,59,False,NV,Pelvic Pain
2005-08-01,0,False,NV,Pelvic Pain
2005-09-01,53,False,NV,Pelvic Pain
2005-10-01,0,False,NV,Pelvic Pain
2005-11-01,0,False,NV,Pelvic Pain
2005-12-01,0,False,NV,Pelvic Pain
2006-01-01,0,False,NV,Pelvic Pain
2006-02-01,85,False,NV,Pelvic Pain
2006-03-01,37,False,NV,Pelvic Pain
2006-04-01,38,False,NV,Pelvic Pain
2006-05-01,0,False,NV,Pelvic Pain
2006-06-01,0,False,NV,Pelvic Pain
2006-07-01,35,False,NV,Pelvic Pain
2006-08-01,0,False,NV,Pelvic Pain
2006-09-01,0,False,NV,Pelvic Pain
2006-10-01,30,False,NV,Pelvic Pain
2006-11-01,29,False,NV,Pelvic Pain
2006-12-01,29,False,NV,Pelvic Pain
2007-01-01,38,False,NV,Pelvic Pain
2007-02-01,0,False,NV,Pelvic Pain
2007-03-01,23,False,NV,Pelvic Pain
2007-04-01,24,False,NV,Pelvic Pain
2007-05-01,42,False,NV,Pelvic Pain
2007-06-01,22,False,NV,Pelvic Pain
2007-07-01,22,False,NV,Pelvic Pain
2007-08-01,32,False,NV,Pelvic Pain
2007-09-01,44,False,NV,Pelvic Pain
2007-10-01,30,False,NV,Pelvic Pain
2007-11-01,20,False,NV,Pelvic Pain
2007-12-01,0,False,NV,Pelvic Pain
2008-01-01,28,False,NV,Pelvic Pain
2008-02-01,19,False,NV,Pelvic Pain
2008-03-01,18,False,NV,Pelvic Pain
2008-04-01,43,False,NV,Pelvic Pain
2008-05-01,25,False,NV,Pelvic Pain
2008-06-01,18,False,NV,Pelvic Pain
2008-07-01,17,False,NV,Pelvic Pain
2008-08-01,17,False,NV,Pelvic Pain
2008-09-01,16,False,NV,Pelvic Pain
2008-10-01,15,False,NV,Pelvic Pain
2008-11-01,16,False,NV,Pelvic Pain
2008-12-01,0,False,NV,Pelvic Pain
2009-01-01,0,False,NV,Pelvic Pain
2009-02-01,46,False,NV,Pelvic Pain
2009-03-01,62,False,NV,Pelvic Pain
2009-04-01,14,False,NV,Pelvic Pain
2009-05-01,14,False,NV,Pelvic Pain
2009-06-01,15,False,NV,Pelvic Pain
2009-07-01,28,False,NV,Pelvic Pain
2009-08-01,14,False,NV,Pelvic Pain
2009-09-01,27,False,NV,Pelvic Pain
2009-10-01,27,False,NV,Pelvic Pain
2009-11-01,14,False,NV,Pelvic Pain
2009-12-01,47,False,NV,Pelvic Pain
2010-01-01,13,False,NV,Pelvic Pain
2010-02-01,20,False,NV,Pelvic Pain
2010-03-01,24,False,NV,Pelvic Pain
2010-04-01,18,False,NV,Pelvic Pain
2010-05-01,20,False,NV,Pelvic Pain
2010-06-01,28,False,NV,Pelvic Pain
2010-07-01,26,False,NV,Pelvic Pain
2010-08-01,19,False,NV,Pelvic Pain
2010-09-01,37,False,NV,Pelvic Pain
2010-10-01,23,False,NV,Pelvic Pain
2010-11-01,24,False,NV,Pelvic Pain
2010-12-01,12,False,NV,Pelvic Pain
2011-01-01,31,False,NV,Pelvic Pain
2011-02-01,45,False,NV,Pelvic Pain
2011-03-01,29,False,NV,Pelvic Pain
2011-04-01,11,False,NV,Pelvic Pain
2011-05-01,18,False,NV,Pelvic Pain
2011-06-01,50,False,NV,Pelvic Pain
2011-07-01,27,False,NV,Pelvic Pain
2011-08-01,14,False,NV,Pelvic Pain
2011-09-01,14,False,NV,Pelvic Pain
2011-10-01,41,False,NV,Pelvic Pain
2011-11-01,32,False,NV,Pelvic Pain
2011-12-01,15,False,NV,Pelvic Pain
2012-01-01,32,False,NV,Pelvic Pain
2012-02-01,22,False,NV,Pelvic Pain
2012-03-01,12,False,NV,Pelvic Pain
2012-04-01,24,False,NV,Pelvic Pain
2012-05-01,26,False,NV,Pelvic Pain
2012-06-01,23,False,NV,Pelvic Pain
2012-07-01,27,False,NV,Pelvic Pain
2012-08-01,9,False,NV,Pelvic Pain
2012-09-01,31,False,NV,Pelvic Pain
2012-10-01,28,False,NV,Pelvic Pain
2012-11-01,23,False,NV,Pelvic Pain
2012-12-01,28,False,NV,Pelvic Pain
2013-01-01,35,False,NV,Pelvic Pain
2013-02-01,27,False,NV,Pelvic Pain
2013-03-01,33,False,NV,Pelvic Pain
2013-04-01,30,False,NV,Pelvic Pain
2013-05-01,22,False,NV,Pelvic Pain
2013-06-01,27,False,NV,Pelvic Pain
2013-07-01,39,False,NV,Pelvic Pain
2013-08-01,32,False,NV,Pelvic Pain
2013-09-01,30,False,NV,Pelvic Pain
2013-10-01,15,False,NV,Pelvic Pain
2013-11-01,21,False,NV,Pelvic Pain
2013-12-01,21,False,NV,Pelvic Pain
2014-01-01,43,False,NV,Pelvic Pain
2014-02-01,25,False,NV,Pelvic Pain
2014-03-01,23,False,NV,Pelvic Pain
2014-04-01,30,False,NV,Pelvic Pain
2014-05-01,36,False,NV,Pelvic Pain
2014-06-01,41,False,NV,Pelvic Pain
2014-07-01,39,False,NV,Pelvic Pain
2014-08-01,36,False,NV,Pelvic Pain
2014-09-01,37,False,NV,Pelvic Pain
2014-10-01,46,False,NV,Pelvic Pain
2014-11-01,33,False,NV,Pelvic Pain
2014-12-01,33,False,NV,Pelvic Pain
2015-01-01,36,False,NV,Pelvic Pain
2015-02-01,26,False,NV,Pelvic Pain
2015-03-01,30,False,NV,Pelvic Pain
2015-04-01,35,False,NV,Pelvic Pain
2015-05-01,44,False,NV,Pelvic Pain
2015-06-01,42,False,NV,Pelvic Pain
2015-07-01,44,False,NV,Pelvic Pain
2015-08-01,38,False,NV,Pelvic Pain
2015-09-01,39,False,NV,Pelvic Pain
2015-10-01,42,False,NV,Pelvic Pain
2015-11-01,36,False,NV,Pelvic Pain
2015-12-01,27,False,NV,Pelvic Pain
2016-01-01,44,False,NV,Pelvic Pain
2016-02-01,24,False,NV,Pelvic Pain
2016-03-01,45,False,NV,Pelvic Pain
2016-04-01,32,False,NV,Pelvic Pain
2016-05-01,32,False,NV,Pelvic Pain
2016-06-01,41,False,NV,Pelvic Pain
2016-07-01,51,False,NV,Pelvic Pain
2016-08-01,22,False,NV,Pelvic Pain
2016-09-01,29,False,NV,Pelvic Pain
2016-10-01,30,False,NV,Pelvic Pain
2016-11-01,38,False,NV,Pelvic Pain
2016-12-01,37,False,NV,Pelvic Pain
2017-01-01,29,False,NV,Pelvic Pain
2017-02-01,32,False,NV,Pelvic Pain
2017-03-01,37,False,NV,Pelvic Pain
2017-04-01,46,False,NV,Pelvic Pain
2017-05-01,37,False,NV,Pelvic Pain
2017-06-01,45,False,NV,Pelvic Pain
2017-07-01,38,False,NV,Pelvic Pain
2017-08-01,26,False,NV,Pelvic Pain
2017-09-01,33,False,NV,Pelvic Pain
2017-10-01,26,False,NV,Pelvic Pain
2017-11-01,41,False,NV,Pelvic Pain
2017-12-01,35,False,NV,Pelvic Pain
2018-01-01,29,False,NV,Pelvic Pain
2018-02-01,31,False,NV,Pelvic Pain
2018-03-01,49,False,NV,Pelvic Pain
2018-04-01,46,False,NV,Pelvic Pain
2018-05-01,41,False,NV,Pelvic Pain
2018-06-01,43,False,NV,Pelvic Pain
2018-07-01,39,False,NV,Pelvic Pain
2018-08-01,25,False,NV,Pelvic Pain
2018-09-01,61,True,NV,Pelvic Pain
date,Pelvic Pain,isPartial,state,symptom
2004-01-01,52,False,NH,Pelvic Pain
2004-02-01,0,False,NH,Pelvic Pain
2004-03-01,64,False,NH,Pelvic Pain
2004-04-01,100,False,NH,Pelvic Pain
2004-05-01,0,False,NH,Pelvic Pain
2004-06-01,50,False,NH,Pelvic Pain
2004-07-01,0,False,NH,Pelvic Pain
2004-08-01,0,False,NH,Pelvic Pain
2004-09-01,0,False,NH,Pelvic Pain
2004-10-01,0,False,NH,Pelvic Pain
2004-11-01,0,False,NH,Pelvic Pain
2004-12-01,37,False,NH,Pelvic Pain
2005-01-01,0,False,NH,Pelvic Pain
2005-02-01,36,False,NH,Pelvic Pain
2005-03-01,31,False,NH,Pelvic Pain
2005-04-01,0,False,NH,Pelvic Pain
2005-05-01,29,False,NH,Pelvic Pain
2005-06-01,0,False,NH,Pelvic Pain
2005-07-01,0,False,NH,Pelvic Pain
2005-08-01,0,False,NH,Pelvic Pain
2005-09-01,26,False,NH,Pelvic Pain
2005-10-01,0,False,NH,Pelvic Pain
2005-11-01,24,False,NH,Pelvic Pain
2005-12-01,0,False,NH,Pelvic Pain
2006-01-01,21,False,NH,Pelvic Pain
2006-02-01,0,False,NH,Pelvic Pain
2006-03-01,20,False,NH,Pelvic Pain
2006-04-01,0,False,NH,Pelvic Pain
2006-05-01,39,False,NH,Pelvic Pain
2006-06-01,21,False,NH,Pelvic Pain
2006-07-01,0,False,NH,Pelvic Pain
2006-08-01,19,False,NH,Pelvic Pain
2006-09-01,0,False,NH,Pelvic Pain
2006-10-01,16,False,NH,Pelvic Pain
2006-11-01,34,False,NH,Pelvic Pain
2006-12-01,36,False,NH,Pelvic Pain
2007-01-01,16,False,NH,Pelvic Pain
2007-02-01,17,False,NH,Pelvic Pain
2007-03-01,0,False,NH,Pelvic Pain
2007-04-01,0,False,NH,Pelvic Pain
2007-05-01,0,False,NH,Pelvic Pain
2007-06-01,0,False,NH,Pelvic Pain
2007-07-01,0,False,NH,Pelvic Pain
2007-08-01,0,False,NH,Pelvic Pain
2007-09-01,15,False,NH,Pelvic Pain
2007-10-01,0,False,NH,Pelvic Pain
2007-11-01,0,False,NH,Pelvic Pain
2007-12-01,14,False,NH,Pelvic Pain
2008-01-01,19,False,NH,Pelvic Pain
2008-02-01,0,False,NH,Pelvic Pain
2008-03-01,0,False,NH,Pelvic Pain
2008-04-01,12,False,NH,Pelvic Pain
2008-05-01,13,False,NH,Pelvic Pain
2008-06-01,0,False,NH,Pelvic Pain
2008-07-01,14,False,NH,Pelvic Pain
2008-08-01,14,False,NH,Pelvic Pain
2008-09-01,12,False,NH,Pelvic Pain
2008-10-01,11,False,NH,Pelvic Pain
2008-11-01,0,False,NH,Pelvic Pain
2008-12-01,12,False,NH,Pelvic Pain
2009-01-01,28,False,NH,Pelvic Pain
2009-02-01,12,False,NH,Pelvic Pain
2009-03-01,21,False,NH,Pelvic Pain
2009-04-01,22,False,NH,Pelvic Pain
2009-05-01,11,False,NH,Pelvic Pain
2009-06-01,11,False,NH,Pelvic Pain
2009-07-01,34,False,NH,Pelvic Pain
2009-08-01,23,False,NH,Pelvic Pain
2009-09-01,32,False,NH,Pelvic Pain
2009-10-01,29,False,NH,Pelvic Pain
2009-11-01,15,False,NH,Pelvic Pain
2009-12-01,10,False,NH,Pelvic Pain
2010-01-01,0,False,NH,Pelvic Pain
2010-02-01,10,False,NH,Pelvic Pain
2010-03-01,9,False,NH,Pelvic Pain
2010-04-01,0,False,NH,Pelvic Pain
2010-05-01,0,False,NH,Pelvic Pain
2010-06-01,11,False,NH,Pelvic Pain
2010-07-01,21,False,NH,Pelvic Pain
2010-08-01,20,False,NH,Pelvic Pain
2010-09-01,19,False,NH,Pelvic Pain
2010-10-01,9,False,NH,Pelvic Pain
2010-11-01,13,False,NH,Pelvic Pain
2010-12-01,9,False,NH,Pelvic Pain
2011-01-01,5,False,NH,Pelvic Pain
2011-02-01,5,False,NH,Pelvic Pain
2011-03-01,7,False,NH,Pelvic Pain
2011-04-01,5,False,NH,Pelvic Pain
2011-05-01,7,False,NH,Pelvic Pain
2011-06-01,10,False,NH,Pelvic Pain
2011-07-01,15,False,NH,Pelvic Pain
2011-08-01,5,False,NH,Pelvic Pain
2011-09-01,0,False,NH,Pelvic Pain
2011-10-01,7,False,NH,Pelvic Pain
2011-11-01,14,False,NH,Pelvic Pain
2011-12-01,11,False,NH,Pelvic Pain
2012-01-01,12,False,NH,Pelvic Pain
2012-02-01,11,False,NH,Pelvic Pain
2012-03-01,4,False,NH,Pelvic Pain
2012-04-01,9,False,NH,Pelvic Pain
2012-05-01,19,False,NH,Pelvic Pain
2012-06-01,13,False,NH,Pelvic Pain
2012-07-01,13,False,NH,Pelvic Pain
2012-08-01,10,False,NH,Pelvic Pain
2012-09-01,15,False,NH,Pelvic Pain
2012-10-01,8,False,NH,Pelvic Pain
2012-11-01,8,False,NH,Pelvic Pain
2012-12-01,20,False,NH,Pelvic Pain
2013-01-01,15,False,NH,Pelvic Pain
2013-02-01,15,False,NH,Pelvic Pain
2013-03-01,9,False,NH,Pelvic Pain
2013-04-01,11,False,NH,Pelvic Pain
2013-05-01,25,False,NH,Pelvic Pain
2013-06-01,15,False,NH,Pelvic Pain
2013-07-01,24,False,NH,Pelvic Pain
2013-08-01,7,False,NH,Pelvic Pain
2013-09-01,9,False,NH,Pelvic Pain
2013-10-01,13,False,NH,Pelvic Pain
2013-11-01,12,False,NH,Pelvic Pain
2013-12-01,16,False,NH,Pelvic Pain
2014-01-01,23,False,NH,Pelvic Pain
2014-02-01,8,False,NH,Pelvic Pain
2014-03-01,17,False,NH,Pelvic Pain
2014-04-01,8,False,NH,Pelvic Pain
2014-05-01,9,False,NH,Pelvic Pain
2014-06-01,16,False,NH,Pelvic Pain
2014-07-01,10,False,NH,Pelvic Pain
2014-08-01,23,False,NH,Pelvic Pain
2014-09-01,14,False,NH,Pelvic Pain
2014-10-01,19,False,NH,Pelvic Pain
2014-11-01,20,False,NH,Pelvic Pain
2014-12-01,16,False,NH,Pelvic Pain
2015-01-01,16,False,NH,Pelvic Pain
2015-02-01,21,False,NH,Pelvic Pain
2015-03-01,20,False,NH,Pelvic Pain
2015-04-01,6,False,NH,Pelvic Pain
2015-05-01,9,False,NH,Pelvic Pain
2015-06-01,13,False,NH,Pelvic Pain
2015-07-01,15,False,NH,Pelvic Pain
2015-08-01,24,False,NH,Pelvic Pain
2015-09-01,21,False,NH,Pelvic Pain
2015-10-01,22,False,NH,Pelvic Pain
2015-11-01,14,False,NH,Pelvic Pain
2015-12-01,20,False,NH,Pelvic Pain
2016-01-01,9,False,NH,Pelvic Pain
2016-02-01,17,False,NH,Pelvic Pain
2016-03-01,14,False,NH,Pelvic Pain
2016-04-01,24,False,NH,Pelvic Pain
2016-05-01,15,False,NH,Pelvic Pain
2016-06-01,14,False,NH,Pelvic Pain
2016-07-01,12,False,NH,Pelvic Pain
2016-08-01,23,False,NH,Pelvic Pain
2016-09-01,18,False,NH,Pelvic Pain
2016-10-01,16,False,NH,Pelvic Pain
2016-11-01,16,False,NH,Pelvic Pain
2016-12-01,10,False,NH,Pelvic Pain
2017-01-01,13,False,NH,Pelvic Pain
2017-02-01,4,False,NH,Pelvic Pain
2017-03-01,21,False,NH,Pelvic Pain
2017-04-01,16,False,NH,Pelvic Pain
2017-05-01,13,False,NH,Pelvic Pain
2017-06-01,14,False,NH,Pelvic Pain
2017-07-01,24,False,NH,Pelvic Pain
2017-08-01,12,False,NH,Pelvic Pain
2017-09-01,9,False,NH,Pelvic Pain
2017-10-01,24,False,NH,Pelvic Pain
2017-11-01,21,False,NH,Pelvic Pain
2017-12-01,19,False,NH,Pelvic Pain
2018-01-01,19,False,NH,Pelvic Pain
2018-02-01,17,False,NH,Pelvic Pain
2018-03-01,13,False,NH,Pelvic Pain
2018-04-01,14,False,NH,Pelvic Pain
2018-05-01,11,False,NH,Pelvic Pain
2018-06-01,14,False,NH,Pelvic Pain
2018-07-01,19,False,NH,Pelvic Pain
2018-08-01,31,False,NH,Pelvic Pain
2018-09-01,6,True,NH,Pelvic Pain
date,Pelvic Pain,isPartial,state,symptom
2004-01-01,49,False,NJ,Pelvic Pain
2004-02-01,0,False,NJ,Pelvic Pain
2004-03-01,0,False,NJ,Pelvic Pain
2004-04-01,48,False,NJ,Pelvic Pain
2004-05-01,21,False,NJ,Pelvic Pain
2004-06-01,54,False,NJ,Pelvic Pain
2004-07-01,45,False,NJ,Pelvic Pain
2004-08-01,100,False,NJ,Pelvic Pain
2004-09-01,28,False,NJ,Pelvic Pain
2004-10-01,0,False,NJ,Pelvic Pain
2004-11-01,20,False,NJ,Pelvic Pain
2004-12-01,0,False,NJ,Pelvic Pain
2005-01-01,37,False,NJ,Pelvic Pain
2005-02-01,40,False,NJ,Pelvic Pain
2005-03-01,27,False,NJ,Pelvic Pain
2005-04-01,23,False,NJ,Pelvic Pain
2005-05-01,27,False,NJ,Pelvic Pain
2005-06-01,34,False,NJ,Pelvic Pain
2005-07-01,21,False,NJ,Pelvic Pain
2005-08-01,39,False,NJ,Pelvic Pain
2005-09-01,18,False,NJ,Pelvic Pain
2005-10-01,33,False,NJ,Pelvic Pain
2005-11-01,17,False,NJ,Pelvic Pain
2005-12-01,21,False,NJ,Pelvic Pain
2006-01-01,19,False,NJ,Pelvic Pain
2006-02-01,25,False,NJ,Pelvic Pain
2006-03-01,31,False,NJ,Pelvic Pain
2006-04-01,10,False,NJ,Pelvic Pain
2006-05-01,22,False,NJ,Pelvic Pain
2006-06-01,0,False,NJ,Pelvic Pain
2006-07-01,27,False,NJ,Pelvic Pain
2006-08-01,21,False,NJ,Pelvic Pain
2006-09-01,17,False,NJ,Pelvic Pain
2006-10-01,49,False,NJ,Pelvic Pain
2006-11-01,15,False,NJ,Pelvic Pain
2006-12-01,17,False,NJ,Pelvic Pain
2007-01-01,18,False,NJ,Pelvic Pain
2007-02-01,10,False,NJ,Pelvic Pain
2007-03-01,15,False,NJ,Pelvic Pain
2007-04-01,9,False,NJ,Pelvic Pain
2007-05-01,19,False,NJ,Pelvic Pain
2007-06-01,19,False,NJ,Pelvic Pain
2007-07-01,26,False,NJ,Pelvic Pain
2007-08-01,47,False,NJ,Pelvic Pain
2007-09-01,15,False,NJ,Pelvic Pain
2007-10-01,33,False,NJ,Pelvic Pain
2007-11-01,11,False,NJ,Pelvic Pain
2007-12-01,22,False,NJ,Pelvic Pain
2008-01-01,22,False,NJ,Pelvic Pain
2008-02-01,25,False,NJ,Pelvic Pain
2008-03-01,20,False,NJ,Pelvic Pain
2008-04-01,22,False,NJ,Pelvic Pain
2008-05-01,14,False,NJ,Pelvic Pain
2008-06-01,19,False,NJ,Pelvic Pain
2008-07-01,20,False,NJ,Pelvic Pain
2008-08-01,22,False,NJ,Pelvic Pain
2008-09-01,36,False,NJ,Pelvic Pain
2008-10-01,31,False,NJ,Pelvic Pain
2008-11-01,25,False,NJ,Pelvic Pain
2008-12-01,18,False,NJ,Pelvic Pain
2009-01-01,19,False,NJ,Pelvic Pain
2009-02-01,19,False,NJ,Pelvic Pain
2009-03-01,20,False,NJ,Pelvic Pain
2009-04-01,21,False,NJ,Pelvic Pain
2009-05-01,31,False,NJ,Pelvic Pain
2009-06-01,28,False,NJ,Pelvic Pain
2009-07-01,24,False,NJ,Pelvic Pain
2009-08-01,19,False,NJ,Pelvic Pain
2009-09-01,24,False,NJ,Pelvic Pain
2009-10-01,35,False,NJ,Pelvic Pain
2009-11-01,26,False,NJ,Pelvic Pain
2009-12-01,25,False,NJ,Pelvic Pain
2010-01-01,36,False,NJ,Pelvic Pain
2010-02-01,33,False,NJ,Pelvic Pain
2010-03-01,26,False,NJ,Pelvic Pain
2010-04-01,35,False,NJ,Pelvic Pain
2010-05-01,25,False,NJ,Pelvic Pain
2010-06-01,33,False,NJ,Pelvic Pain
2010-07-01,25,False,NJ,Pelvic Pain
2010-08-01,35,False,NJ,Pelvic Pain
2010-09-01,26,False,NJ,Pelvic Pain
2010-10-01,25,False,NJ,Pelvic Pain
2010-11-01,27,False,NJ,Pelvic Pain
2010-12-01,28,False,NJ,Pelvic Pain
2011-01-01,29,False,NJ,Pelvic Pain
2011-02-01,34,False,NJ,Pelvic Pain
2011-03-01,28,False,NJ,Pelvic Pain
2011-04-01,28,False,NJ,Pelvic Pain
2011-05-01,34,False,NJ,Pelvic Pain
2011-06-01,37,False,NJ,Pelvic Pain
2011-07-01,25,False,NJ,Pelvic Pain
2011-08-01,36,False,NJ,Pelvic Pain
2011-09-01,35,False,NJ,Pelvic Pain
2011-10-01,45,False,NJ,Pelvic Pain
2011-11-01,21,False,NJ,Pelvic Pain
2011-12-01,21,False,NJ,Pelvic Pain
2012-01-01,39,False,NJ,Pelvic Pain
2012-02-01,36,False,NJ,Pelvic Pain
2012-03-01,30,False,NJ,Pelvic Pain
2012-04-01,39,False,NJ,Pelvic Pain
2012-05-01,33,False,NJ,Pelvic Pain
2012-06-01,33,False,NJ,Pelvic Pain
2012-07-01,36,False,NJ,Pelvic Pain
2012-08-01,27,False,NJ,Pelvic Pain
2012-09-01,32,False,NJ,Pelvic Pain
2012-10-01,41,False,NJ,Pelvic Pain
2012-11-01,23,False,NJ,Pelvic Pain
2012-12-01,27,False,NJ,Pelvic Pain
2013-01-01,29,False,NJ,Pelvic Pain
2013-02-01,33,False,NJ,Pelvic Pain
2013-03-01,37,False,NJ,Pelvic Pain
2013-04-01,37,False,NJ,Pelvic Pain
2013-05-01,36,False,NJ,Pelvic Pain
2013-06-01,39,False,NJ,Pelvic Pain
2013-07-01,38,False,NJ,Pelvic Pain
2013-08-01,44,False,NJ,Pelvic Pain
2013-09-01,39,False,NJ,Pelvic Pain
2013-10-01,44,False,NJ,Pelvic Pain
2013-11-01,45,False,NJ,Pelvic Pain
2013-12-01,34,False,NJ,Pelvic Pain
2014-01-01,43,False,NJ,Pelvic Pain
2014-02-01,47,False,NJ,Pelvic Pain
2014-03-01,36,False,NJ,Pelvic Pain
2014-04-01,39,False,NJ,Pelvic Pain
2014-05-01,34,False,NJ,Pelvic Pain
2014-06-01,37,False,NJ,Pelvic Pain
2014-07-01,36,False,NJ,Pelvic Pain
2014-08-01,52,False,NJ,Pelvic Pain
2014-09-01,40,False,NJ,Pelvic Pain
2014-10-01,45,False,NJ,Pelvic Pain
2014-11-01,46,False,NJ,Pelvic Pain
2014-12-01,35,False,NJ,Pelvic Pain
2015-01-01,34,False,NJ,Pelvic Pain
2015-02-01,57,False,NJ,Pelvic Pain
2015-03-01,47,False,NJ,Pelvic Pain
2015-04-01,44,False,NJ,Pelvic Pain
2015-05-01,42,False,NJ,Pelvic Pain
2015-06-01,44,False,NJ,Pelvic Pain
2015-07-01,48,False,NJ,Pelvic Pain
2015-08-01,43,False,NJ,Pelvic Pain
2015-09-01,49,False,NJ,Pelvic Pain
2015-10-01,47,False,NJ,Pelvic Pain
2015-11-01,38,False,NJ,Pelvic Pain
2015-12-01,48,False,NJ,Pelvic Pain
2016-01-01,42,False,NJ,Pelvic Pain
2016-02-01,58,False,NJ,Pelvic Pain
2016-03-01,42,False,NJ,Pelvic Pain
2016-04-01,42,False,NJ,Pelvic Pain
2016-05-01,38,False,NJ,Pelvic Pain
2016-06-01,43,False,NJ,Pelvic Pain
2016-07-01,37,False,NJ,Pelvic Pain
2016-08-01,41,False,NJ,Pelvic Pain
2016-09-01,41,False,NJ,Pelvic Pain
2016-10-01,41,False,NJ,Pelvic Pain
2016-11-01,41,False,NJ,Pelvic Pain
2016-12-01,37,False,NJ,Pelvic Pain
2017-01-01,47,False,NJ,Pelvic Pain
2017-02-01,50,False,NJ,Pelvic Pain
2017-03-01,46,False,NJ,Pelvic Pain
2017-04-01,47,False,NJ,Pelvic Pain
2017-05-01,43,False,NJ,Pelvic Pain
2017-06-01,50,False,NJ,Pelvic Pain
2017-07-01,40,False,NJ,Pelvic Pain
2017-08-01,54,False,NJ,Pelvic Pain
2017-09-01,46,False,NJ,Pelvic Pain
2017-10-01,45,False,NJ,Pelvic Pain
2017-11-01,44,False,NJ,Pelvic Pain
2017-12-01,52,False,NJ,Pelvic Pain
2018-01-01,54,False,NJ,Pelvic Pain
2018-02-01,57,False,NJ,Pelvic Pain
2018-03-01,54,False,NJ,Pelvic Pain
2018-04-01,47,False,NJ,Pelvic Pain
2018-05-01,49,False,NJ,Pelvic Pain
2018-06-01,44,False,NJ,Pelvic Pain
2018-07-01,58,False,NJ,Pelvic Pain
2018-08-01,51,False,NJ,Pelvic Pain
2018-09-01,52,True,NJ,Pelvic Pain
date,Pelvic Pain,isPartial,state,symptom
2004-01-01,0,False,NM,Pelvic Pain
2004-02-01,0,False,NM,Pelvic Pain
2004-03-01,0,False,NM,Pelvic Pain
2004-04-01,100,False,NM,Pelvic Pain
2004-05-01,0,False,NM,Pelvic Pain
2004-06-01,0,False,NM,Pelvic Pain
2004-07-01,0,False,NM,Pelvic Pain
2004-08-01,0,False,NM,Pelvic Pain
2004-09-01,84,False,NM,Pelvic Pain
2004-10-01,0,False,NM,Pelvic Pain
2004-11-01,0,False,NM,Pelvic Pain
