symptom	state	count
Anoxia	ID	NoData
Anoxia	IL	177
Anoxia	IN	177
Anoxia	IA	177
Anoxia	KS	177
Anoxia	KY	177
Anoxia	LA	177
Anoxia	ME	177
Anoxia	MD	177
Anoxia	MA	177
Anoxia	MI	177
Anoxia	MN	177
Anoxia	MS	177
Anoxia	MO	177
Anoxia	MT	177
Anoxia	NE	177
Anoxia	NV	177
Anoxia	NH	NoData
Anoxia	NJ	177
Anoxia	NM	177
Anoxia	NY	177
Anoxia	NC	177
Anoxia	ND	NoData
Anoxia	OH	177
Anoxia	OK	177
Anoxia	OR	177
Anoxia	PA	177
Anoxia	RI	177
Anoxia	SC	177
Anoxia	SD	177
Anoxia	TN	177
Anoxia	TX	177
Anoxia	UT	177
Anoxia	VT	NoData
Anoxia	VA	177
Anoxia	WA	177
Anoxia	WV	177
Anoxia	WI	177
Anoxia	WY	NoData
Mental Retardation	AL	177
Mental Retardation	AK	NoData
Mental Retardation	AZ	177
Mental Retardation	AR	177
Mental Retardation	CA	177
Mental Retardation	CO	177
Mental Retardation	CT	177
Mental Retardation	DC	NoData
Mental Retardation	DE	NoData
Mental Retardation	FL	177
Mental Retardation	GA	177
Mental Retardation	HI	NoData
Mental Retardation	ID	NoData
Mental Retardation	IL	177
Mental Retardation	IN	177
Mental Retardation	IA	177
Mental Retardation	KS	177
Mental Retardation	KY	177
Mental Retardation	LA	177
Mental Retardation	ME	NoData
Mental Retardation	MD	177
Mental Retardation	MA	177
Mental Retardation	MI	177
Mental Retardation	MN	177
Mental Retardation	MS	177
Mental Retardation	MO	177
Mental Retardation	MT	NoData
Mental Retardation	NE	NoData
Mental Retardation	NV	177
Mental Retardation	NH	NoData
Mental Retardation	NJ	177
Mental Retardation	NM	NoData
Mental Retardation	NY	177
Mental Retardation	NC	177
Mental Retardation	ND	NoData
Mental Retardation	OH	177
Mental Retardation	OK	177
Mental Retardation	OR	177
Mental Retardation	PA	177
Mental Retardation	RI	NoData
Mental Retardation	SC	177
Mental Retardation	SD	NoData
Mental Retardation	TN	177
Mental Retardation	TX	177
Mental Retardation	UT	177
Mental Retardation	VT	NoData
Mental Retardation	VA	177
Mental Retardation	WA	177
Mental Retardation	WV	177
Mental Retardation	WI	177
Mental Retardation	WY	NoData
Seizures	AL	177
Seizures	AK	177
Seizures	AZ	177
Seizures	AR	177
Seizures	CA	177
Seizures	CO	177
Seizures	CT	177
Seizures	DC	177
Seizures	DE	177
Seizures	FL	177
Seizures	GA	177
Seizures	HI	177
Seizures	ID	177
Seizures	IL	177
Seizures	IN	177
Seizures	IA	177
Seizures	KS	177
Seizures	KY	177
Seizures	LA	177
Seizures	ME	177
Seizures	MD	177
Seizures	MA	177
Seizures	MI	177
Seizures	MN	177
Seizures	MS	177
Seizures	MO	177
Seizures	MT	177
Seizures	NE	177
Seizures	NV	177
Seizures	NH	177
Seizures	NJ	177
Seizures	NM	177
Seizures	NY	177
Seizures	NC	177
Seizures	ND	177
Seizures	OH	177
Seizures	OK	177
Seizures	OR	177
Seizures	PA	177
Seizures	RI	177
Seizures	SC	177
Seizures	SD	177
Seizures	TN	177
Seizures	TX	177
Seizures	UT	177
Seizures	VT	177
Seizures	VA	177
Seizures	WA	177
Seizures	WV	177
Seizures	WI	177
Seizures	WY	177
Diarrhea	AL	177
Diarrhea	AK	177
Diarrhea	AZ	177
Diarrhea	AR	177
Diarrhea	CA	177
Diarrhea	CO	177
Diarrhea	CT	177
Diarrhea	DC	177
Diarrhea	DE	177
Diarrhea	FL	177
Diarrhea	GA	177
Diarrhea	HI	177
Diarrhea	ID	177
Diarrhea	IL	177
Diarrhea	IN	177
Diarrhea	IA	177
Diarrhea	KS	177
Diarrhea	KY	177
Diarrhea	LA	177
Diarrhea	ME	177
Diarrhea	MD	177
Diarrhea	MA	177
Diarrhea	MI	177
Diarrhea	MN	177
Diarrhea	MS	177
Diarrhea	MO	177
Diarrhea	MT	177
Diarrhea	NE	177
Diarrhea	NV	177
Diarrhea	NH	177
Diarrhea	NJ	177
Diarrhea	NM	177
Diarrhea	NY	177
Diarrhea	NC	177
Diarrhea	ND	177
Diarrhea	OH	177
Diarrhea	OK	177
Diarrhea	OR	177
Diarrhea	PA	177
Diarrhea	RI	177
Diarrhea	SC	177
Diarrhea	SD	177
Diarrhea	TN	177
Diarrhea	TX	177
Diarrhea	UT	177
Diarrhea	VT	177
Diarrhea	VA	177
Diarrhea	WA	177
Diarrhea	WV	177
Diarrhea	WI	177
Diarrhea	WY	177
Angina Pectoris	AL	177
Angina Pectoris	AK	NoData
Angina Pectoris	AZ	177
Angina Pectoris	AR	177
Angina Pectoris	CA	177
Angina Pectoris	CO	177
Angina Pectoris	CT	177
Angina Pectoris	DC	177
Angina Pectoris	DE	NoData
Angina Pectoris	FL	177
Angina Pectoris	GA	177
Angina Pectoris	HI	NoData
Angina Pectoris	ID	177
Angina Pectoris	IL	177
Angina Pectoris	IN	177
Angina Pectoris	IA	177
Angina Pectoris	KS	177
Angina Pectoris	KY	177
Angina Pectoris	LA	177
Angina Pectoris	ME	177
Angina Pectoris	MD	177
Angina Pectoris	MA	177
Angina Pectoris	MI	177
Angina Pectoris	MN	177
Angina Pectoris	MS	177
Angina Pectoris	MO	177
Angina Pectoris	MT	NoData
Angina Pectoris	NE	177
Angina Pectoris	NV	177
Angina Pectoris	NH	NoData
Angina Pectoris	NJ	177
Angina Pectoris	NM	177
Angina Pectoris	NY	177
Angina Pectoris	NC	177
Angina Pectoris	ND	177
Angina Pectoris	OH	177
Angina Pectoris	OK	177
Angina Pectoris	OR	177
Angina Pectoris	PA	177
Angina Pectoris	RI	NoData
Angina Pectoris	SC	177
Angina Pectoris	SD	NoData
Angina Pectoris	TN	177
Angina Pectoris	TX	177
Angina Pectoris	UT	177
Angina Pectoris	VT	NoData
Angina Pectoris	VA	177
Angina Pectoris	WA	177
Angina Pectoris	WV	177
Angina Pectoris	WI	177
Angina Pectoris	WY	NoData
Edema	AL	177
Edema	AK	177
Edema	AZ	177
Edema	AR	177
Edema	CA	177
Edema	CO	177
Edema	CT	177
Edema	DC	177
Edema	DE	177
Edema	FL	177
Edema	GA	177
Edema	HI	177
Edema	ID	177
Edema	IL	177
Edema	IN	177
Edema	IA	177
Edema	KS	177
Edema	KY	177
Edema	LA	177
Edema	ME	177
Edema	MD	177
Edema	MA	177
Edema	MI	177
Edema	MN	177
Edema	MS	177
Edema	MO	177
Edema	MT	177
Edema	NE	177
Edema	NV	177
Edema	NH	177
Edema	NJ	177
Edema	NM	177
Edema	NY	177
Edema	NC	177
Edema	ND	177
Edema	OH	177
Edema	OK	177
Edema	OR	177
Edema	PA	177
Edema	RI	177
Edema	SC	177
Edema	SD	177
Edema	TN	177
Edema	TX	177
Edema	UT	177
Edema	VT	177
Edema	VA	177
Edema	WA	177
Edema	WV	177
Edema	WI	177
Edema	WY	177
Birth Weight	AL	177
Birth Weight	AK	177
Birth Weight	AZ	177
Birth Weight	AR	177
Birth Weight	CA	177
Birth Weight	CO	177
Birth Weight	CT	177
Birth Weight	DC	177
Birth Weight	DE	177
Birth Weight	FL	177
Birth Weight	GA	177
Birth Weight	HI	177
Birth Weight	ID	177
Birth Weight	IL	177
Birth Weight	IN	177
Birth Weight	IA	177
Birth Weight	KS	177
Birth Weight	KY	177
Birth Weight	LA	177
Birth Weight	ME	177
Birth Weight	MD	177
Birth Weight	MA	177
Birth Weight	MI	177
Birth Weight	MN	177
Birth Weight	MS	177
Birth Weight	MO	177
Birth Weight	MT	177
Birth Weight	NE	177
Birth Weight	NV	177
Birth Weight	NH	177
Birth Weight	NJ	177
Birth Weight	NM	177
Birth Weight	NY	177
Birth Weight	NC	177
Birth Weight	ND	177
Birth Weight	OH	177
Birth Weight	OK	177
Birth Weight	OR	177
Birth Weight	PA	177
Birth Weight	RI	177
Birth Weight	SC	177
Birth Weight	SD	177
Birth Weight	TN	177
Birth Weight	TX	177
Birth Weight	UT	177
Birth Weight	VT	NoData
Birth Weight	VA	177
Birth Weight	WA	177
Birth Weight	WV	177
Birth Weight	WI	177
Birth Weight	WY	NoData
Fever	AL	177
Fever	AK	177
Fever	AZ	177
Fever	AR	177
Fever	CA	177
Fever	CO	177
Fever	CT	177
Fever	DC	177
Fever	DE	177
Fever	FL	177
Fever	GA	177
Fever	HI	177
Fever	ID	177
Fever	IL	177
Fever	IN	177
Fever	IA	177
Fever	KS	177
Fever	KY	177
Fever	LA	177
Fever	ME	177
Fever	MD	177
Fever	MA	177
Fever	MI	177
Fever	MN	177
Fever	MS	177
Fever	MO	177
Fever	MT	177
Fever	NE	177
Fever	NV	177
Fever	NH	177
Fever	NJ	177
Fever	NM	177
Fever	NY	177
Fever	NC	177
Fever	ND	177
Fever	OH	177
Fever	OK	177
Fever	OR	177
Fever	PA	177
Fever	RI	177
Fever	SC	177
Fever	SD	177
Fever	TN	177
Fever	TX	177
Fever	UT	177
Fever	VT	177
Fever	VA	177
Fever	WA	177
Fever	WV	177
Fever	WI	177
Fever	WY	177
Pain, Postoperative	AL	NoData
Pain, Postoperative	AK	NoData
Pain, Postoperative	AZ	NoData
Pain, Postoperative	AR	NoData
Pain, Postoperative	CA	177
Pain, Postoperative	CO	NoData
Pain, Postoperative	CT	NoData
Pain, Postoperative	DC	NoData
Pain, Postoperative	DE	NoData
Pain, Postoperative	FL	177
Pain, Postoperative	GA	177
Pain, Postoperative	HI	NoData
Pain, Postoperative	ID	NoData
Pain, Postoperative	IL	177
Pain, Postoperative	IN	NoData
Pain, Postoperative	IA	NoData
Pain, Postoperative	KS	NoData
Pain, Postoperative	KY	NoData
Pain, Postoperative	LA	NoData
Pain, Postoperative	ME	NoData
Pain, Postoperative	MD	NoData
Pain, Postoperative	MA	177
Pain, Postoperative	MI	177
Pain, Postoperative	MN	NoData
Pain, Postoperative	MS	NoData
Pain, Postoperative	MO	NoData
Pain, Postoperative	MT	NoData
Pain, Postoperative	NE	NoData
Pain, Postoperative	NV	NoData
Pain, Postoperative	NH	NoData
Pain, Postoperative	NJ	NoData
Pain, Postoperative	NM	NoData
Pain, Postoperative	NY	177
Pain, Postoperative	NC	NoData
Pain, Postoperative	ND	NoData
Pain, Postoperative	OH	177
Pain, Postoperative	OK	NoData
Pain, Postoperative	OR	NoData
Pain, Postoperative	PA	177
Pain, Postoperative	RI	NoData
Pain, Postoperative	SC	NoData
Pain, Postoperative	SD	NoData
Pain, Postoperative	TN	NoData
Pain, Postoperative	TX	177
Pain, Postoperative	UT	NoData
Pain, Postoperative	VT	NoData
Pain, Postoperative	VA	177
Pain, Postoperative	WA	NoData
Pain, Postoperative	WV	NoData
Pain, Postoperative	WI	NoData
Pain, Postoperative	WY	NoData
Deafness	AL	177
Deafness	AK	NoData
Deafness	AZ	177
Deafness	AR	177
Deafness	CA	177
Deafness	CO	177
Deafness	CT	177
Deafness	DC	177
Deafness	DE	177
Deafness	FL	177
Deafness	GA	177
Deafness	HI	177
Deafness	ID	177
Deafness	IL	177
Deafness	IN	177
Deafness	IA	177
Deafness	KS	177
Deafness	KY	177
Deafness	LA	177
Deafness	ME	177
Deafness	MD	177
Deafness	MA	177
Deafness	MI	177
Deafness	MN	177
Deafness	MS	177
Deafness	MO	177
Deafness	MT	177
Deafness	NE	177
Deafness	NV	177
Deafness	NH	177
Deafness	NJ	177
Deafness	NM	177
Deafness	NY	177
Deafness	NC	177
Deafness	ND	177
Deafness	OH	177
Deafness	OK	177
Deafness	OR	177
Deafness	PA	177
Deafness	RI	177
Deafness	SC	177
Deafness	SD	177
Deafness	TN	177
Deafness	TX	177
Deafness	UT	177
Deafness	VT	NoData
Deafness	VA	177
Deafness	WA	177
Deafness	WV	177
Deafness	WI	177
Deafness	WY	NoData
Headache	AL	177
Headache	AK	177
Headache	AZ	177
Headache	AR	177
Headache	CA	177
Headache	CO	177
Headache	CT	177
Headache	DC	177
Headache	DE	177
Headache	FL	177
Headache	GA	177
Headache	HI	177
Headache	ID	177
Headache	IL	177
Headache	IN	177
Headache	IA	177
Headache	KS	177
Headache	KY	177
Headache	LA	177
Headache	ME	177
Headache	MD	177
Headache	MA	177
Headache	MI	177
Headache	MN	177
Headache	MS	177
Headache	MO	177
Headache	MT	177
Headache	NE	177
Headache	NV	177
Headache	NH	177
Headache	NJ	177
Headache	NM	177
Headache	NY	177
Headache	NC	177
Headache	ND	177
Headache	OH	177
Headache	OK	177
Headache	OR	177
Headache	PA	177
Headache	RI	177
Headache	SC	177
Headache	SD	177
Headache	TN	177
Headache	TX	177
Headache	UT	177
Headache	VT	177
Headache	VA	177
Headache	WA	177
Headache	WV	177
Headache	WI	177
Headache	WY	177
Vision Disorders	AL	NoData
Vision Disorders	AK	NoData
Vision Disorders	AZ	NoData
Vision Disorders	AR	NoData
Vision Disorders	CA	177
Vision Disorders	CO	NoData
Vision Disorders	CT	NoData
Vision Disorders	DC	NoData
Vision Disorders	DE	NoData
Vision Disorders	FL	NoData
Vision Disorders	GA	NoData
Vision Disorders	HI	NoData
Vision Disorders	ID	NoData
Vision Disorders	IL	NoData
Vision Disorders	IN	NoData
Vision Disorders	IA	NoData
Vision Disorders	KS	NoData
Vision Disorders	KY	NoData
Vision Disorders	LA	NoData
Vision Disorders	ME	NoData
Vision Disorders	MD	NoData
Vision Disorders	MA	NoData
Vision Disorders	MI	NoData
Vision Disorders	MN	NoData
Vision Disorders	MS	NoData
Vision Disorders	MO	NoData
Vision Disorders	MT	NoData
Vision Disorders	NE	NoData
Vision Disorders	NV	NoData
Vision Disorders	NH	NoData
Vision Disorders	NJ	NoData
Vision Disorders	NM	NoData
Vision Disorders	NY	NoData
Vision Disorders	NC	NoData
Vision Disorders	ND	NoData
Vision Disorders	OH	NoData
Vision Disorders	OK	NoData
Vision Disorders	OR	NoData
Vision Disorders	PA	NoData
Vision Disorders	RI	NoData
Vision Disorders	SC	NoData
Vision Disorders	SD	NoData
Vision Disorders	TN	NoData
Vision Disorders	TX	177
Vision Disorders	UT	NoData
Vision Disorders	VT	NoData
Vision Disorders	VA	NoData
Vision Disorders	WA	NoData
Vision Disorders	WV	NoData
Vision Disorders	WI	NoData
Vision Disorders	WY	NoData
Weight Loss	AL	177
Weight Loss	AK	177
Weight Loss	AZ	177
Weight Loss	AR	177
Weight Loss	CA	177
Weight Loss	CO	177
Weight Loss	CT	177
Weight Loss	DC	177
Weight Loss	DE	177
Weight Loss	FL	177
Weight Loss	GA	177
Weight Loss	HI	177
Weight Loss	ID	177
Weight Loss	IL	177
Weight Loss	IN	177
Weight Loss	IA	177
Weight Loss	KS	177
Weight Loss	KY	177
Weight Loss	LA	177
Weight Loss	ME	177
Weight Loss	MD	177
Weight Loss	MA	177
Weight Loss	MI	177
Weight Loss	MN	177
Weight Loss	MS	177
Weight Loss	MO	177
Weight Loss	MT	177
Weight Loss	NE	177
Weight Loss	NV	177
Weight Loss	NH	177
Weight Loss	NJ	177
Weight Loss	NM	177
Weight Loss	NY	177
Weight Loss	NC	177
Weight Loss	ND	177
Weight Loss	OH	177
Weight Loss	OK	177
Weight Loss	OR	177
Weight Loss	PA	177
Weight Loss	RI	177
Weight Loss	SC	177
Weight Loss	SD	177
Weight Loss	TN	177
Weight Loss	TX	177
Weight Loss	UT	177
Weight Loss	VT	177
Weight Loss	VA	177
Weight Loss	WA	177
Weight Loss	WV	177
Weight Loss	WI	177
Weight Loss	WY	177
Weight Gain	AL	177
Weight Gain	AK	177
Weight Gain	AZ	177
Weight Gain	AR	177
Weight Gain	CA	177
Weight Gain	CO	177
Weight Gain	CT	177
Weight Gain	DC	177
Weight Gain	DE	177
Weight Gain	FL	177
Weight Gain	GA	177
Weight Gain	HI	177
Weight Gain	ID	177
Weight Gain	IL	177
Weight Gain	IN	177
Weight Gain	IA	177
Weight Gain	KS	177
Weight Gain	KY	177
Weight Gain	LA	177
Weight Gain	ME	177
Weight Gain	MD	177
Weight Gain	MA	177
Weight Gain	MI	177
Weight Gain	MN	177
Weight Gain	MS	177
Weight Gain	MO	177
Weight Gain	MT	177
Weight Gain	NE	177
Weight Gain	NV	177
Weight Gain	NH	177
Weight Gain	NJ	177
Weight Gain	NM	177
Weight Gain	NY	177
Weight Gain	NC	177
Weight Gain	ND	177
Weight Gain	OH	177
Weight Gain	OK	177
Weight Gain	OR	177
Weight Gain	PA	177
Weight Gain	RI	177
Weight Gain	SC	177
Weight Gain	SD	177
Weight Gain	TN	177
Weight Gain	TX	177
Weight Gain	UT	177
Weight Gain	VT	177
Weight Gain	VA	177
Weight Gain	WA	177
Weight Gain	WV	177
Weight Gain	WI	177
Weight Gain	WY	177
Proteinuria	AL	177
Proteinuria	AK	NoData
Proteinuria	AZ	177
Proteinuria	AR	177
Proteinuria	CA	177
Proteinuria	CO	177
Proteinuria	CT	177
Proteinuria	DC	177
Proteinuria	DE	177
Proteinuria	FL	177
Proteinuria	GA	177
Proteinuria	HI	177
Proteinuria	ID	177
Proteinuria	IL	177
Proteinuria	IN	177
Proteinuria	IA	177
Proteinuria	KS	177
Proteinuria	KY	177
Proteinuria	LA	177
Proteinuria	ME	177
Proteinuria	MD	177
Proteinuria	MA	177
Proteinuria	MI	177
Proteinuria	MN	177
Proteinuria	MS	177
Proteinuria	MO	177
Proteinuria	MT	NoData
Proteinuria	NE	177
Proteinuria	NV	177
Proteinuria	NH	177
Proteinuria	NJ	177
Proteinuria	NM	177
Proteinuria	NY	177
Proteinuria	NC	177
Proteinuria	ND	NoData
Proteinuria	OH	177
Proteinuria	OK	177
Proteinuria	OR	177
Proteinuria	PA	177
Proteinuria	RI	177
Proteinuria	SC	177
Proteinuria	SD	NoData
Proteinuria	TN	177
Proteinuria	TX	177
Proteinuria	UT	177
Proteinuria	VT	NoData
Proteinuria	VA	177
Proteinuria	WA	177
Proteinuria	WV	177
Proteinuria	WI	177
Proteinuria	WY	NoData
Vomiting	AL	177
Vomiting	AK	177
Vomiting	AZ	177
Vomiting	AR	177
Vomiting	CA	177
Vomiting	CO	177
Vomiting	CT	177
Vomiting	DC	177
Vomiting	DE	177
Vomiting	FL	177
Vomiting	GA	177
Vomiting	HI	177
Vomiting	ID	177
Vomiting	IL	177
Vomiting	IN	177
Vomiting	IA	177
Vomiting	KS	177
Vomiting	KY	177
Vomiting	LA	177
Vomiting	ME	177
Vomiting	MD	177
Vomiting	MA	177
Vomiting	MI	177
Vomiting	MN	177
Vomiting	MS	177
Vomiting	MO	177
Vomiting	MT	177
Vomiting	NE	177
Vomiting	NV	177
Vomiting	NH	177
Vomiting	NJ	177
Vomiting	NM	177
Vomiting	NY	177
Vomiting	NC	177
Vomiting	ND	177
Vomiting	OH	177
Vomiting	OK	177
Vomiting	OR	177
Vomiting	PA	177
Vomiting	RI	177
Vomiting	SC	177
Vomiting	SD	177
Vomiting	TN	177
Vomiting	TX	177
Vomiting	UT	177
Vomiting	VT	177
Vomiting	VA	177
Vomiting	WA	177
Vomiting	WV	177
Vomiting	WI	177
Vomiting	WY	177
Psychophysiologic Disorders	AL	NoData
Psychophysiologic Disorders	AK	NoData
Psychophysiologic Disorders	AZ	NoData
Psychophysiologic Disorders	AR	NoData
Psychophysiologic Disorders	CA	NoData
Psychophysiologic Disorders	CO	NoData
Psychophysiologic Disorders	CT	NoData
Psychophysiologic Disorders	DC	NoData
Psychophysiologic Disorders	DE	NoData
Psychophysiologic Disorders	FL	NoData
Psychophysiologic Disorders	GA	NoData
Psychophysiologic Disorders	HI	NoData
Psychophysiologic Disorders	ID	NoData
Psychophysiologic Disorders	IL	NoData
Psychophysiologic Disorders	IN	NoData
Psychophysiologic Disorders	IA	NoData
Psychophysiologic Disorders	KS	NoData
Psychophysiologic Disorders	KY	NoData
Psychophysiologic Disorders	LA	NoData
Psychophysiologic Disorders	ME	NoData
Psychophysiologic Disorders	MD	NoData
Psychophysiologic Disorders	MA	NoData
Psychophysiologic Disorders	MI	NoData
Psychophysiologic Disorders	MN	NoData
Psychophysiologic Disorders	MS	NoData
Psychophysiologic Disorders	MO	NoData
Psychophysiologic Disorders	MT	NoData
Psychophysiologic Disorders	NE	NoData
Psychophysiologic Disorders	NV	NoData
Psychophysiologic Disorders	NH	NoData
Psychophysiologic Disorders	NJ	NoData
Psychophysiologic Disorders	NM	NoData
Psychophysiologic Disorders	NY	NoData
Psychophysiologic Disorders	NC	NoData
Psychophysiologic Disorders	ND	NoData
Psychophysiologic Disorders	OH	NoData
Psychophysiologic Disorders	OK	NoData
Psychophysiologic Disorders	OR	NoData
Psychophysiologic Disorders	PA	NoData
Psychophysiologic Disorders	RI	NoData
Psychophysiologic Disorders	SC	NoData
Psychophysiologic Disorders	SD	NoData
Psychophysiologic Disorders	TN	NoData
Psychophysiologic Disorders	TX	NoData
Psychophysiologic Disorders	UT	NoData
Psychophysiologic Disorders	VT	NoData
Psychophysiologic Disorders	VA	NoData
Psychophysiologic Disorders	WA	NoData
Psychophysiologic Disorders	WV	NoData
Psychophysiologic Disorders	WI	NoData
Psychophysiologic Disorders	WY	NoData
Urinary Incontinence	AL	177
Urinary Incontinence	AK	NoData
Urinary Incontinence	AZ	177
Urinary Incontinence	AR	177
Urinary Incontinence	CA	177
Urinary Incontinence	CO	177
Urinary Incontinence	CT	177
Urinary Incontinence	DC	177
Urinary Incontinence	DE	NoData
Urinary Incontinence	FL	177
Urinary Incontinence	GA	177
Urinary Incontinence	HI	NoData
Urinary Incontinence	ID	NoData
Urinary Incontinence	IL	177
Urinary Incontinence	IN	177
Urinary Incontinence	IA	177
Urinary Incontinence	KS	177
Urinary Incontinence	KY	177
Urinary Incontinence	LA	177
Urinary Incontinence	ME	177
Urinary Incontinence	MD	177
Urinary Incontinence	MA	177
Urinary Incontinence	MI	177
Urinary Incontinence	MN	177
Urinary Incontinence	MS	177
Urinary Incontinence	MO	177
Urinary Incontinence	MT	NoData
Urinary Incontinence	NE	177
Urinary Incontinence	NV	177
Urinary Incontinence	NH	177
Urinary Incontinence	NJ	177
Urinary Incontinence	NM	177
Urinary Incontinence	NY	177
Urinary Incontinence	NC	177
Urinary Incontinence	ND	NoData
Urinary Incontinence	OH	177
Urinary Incontinence	OK	177
Urinary Incontinence	OR	177
Urinary Incontinence	PA	177
Urinary Incontinence	RI	177
Urinary Incontinence	SC	177
Urinary Incontinence	SD	NoData
Urinary Incontinence	TN	177
Urinary Incontinence	TX	177
Urinary Incontinence	UT	177
Urinary Incontinence	VT	NoData
Urinary Incontinence	VA	177
Urinary Incontinence	WA	177
Urinary Incontinence	WV	177
Urinary Incontinence	WI	177
Urinary Incontinence	WY	NoData
Fatigue	AL	177
Fatigue	AK	177
Fatigue	AZ	177
Fatigue	AR	177
Fatigue	CA	177
Fatigue	CO	177
Fatigue	CT	177
Fatigue	DC	177
Fatigue	DE	177
Fatigue	FL	177
Fatigue	GA	177
Fatigue	HI	177
Fatigue	ID	177
Fatigue	IL	177
Fatigue	IN	177
Fatigue	IA	177
Fatigue	KS	177
Fatigue	KY	177
Fatigue	LA	177
Fatigue	ME	177
Fatigue	MD	177
Fatigue	MA	177
Fatigue	MI	177
Fatigue	MN	177
Fatigue	MS	177
Fatigue	MO	177
Fatigue	MT	177
Fatigue	NE	177
Fatigue	NV	177
Fatigue	NH	177
Fatigue	NJ	177
Fatigue	NM	177
Fatigue	NY	177
Fatigue	NC	177
Fatigue	ND	177
Fatigue	OH	177
Fatigue	OK	177
Fatigue	OR	177
Fatigue	PA	177
Fatigue	RI	177
Fatigue	SC	177
Fatigue	SD	177
Fatigue	TN	177
Fatigue	TX	177
Fatigue	UT	177
Fatigue	VT	177
Fatigue	VA	177
Fatigue	WA	177
Fatigue	WV	177
Fatigue	WI	177
Fatigue	WY	177
Paralysis	AL	177
Paralysis	AK	177
Paralysis	AZ	177
Paralysis	AR	177
Paralysis	CA	177
Paralysis	CO	177
Paralysis	CT	177
Paralysis	DC	177
Paralysis	DE	177
Paralysis	FL	177
Paralysis	GA	177
Paralysis	HI	177
Paralysis	ID	177
Paralysis	IL	177
Paralysis	IN	177
Paralysis	IA	177
Paralysis	KS	177
Paralysis	KY	177
Paralysis	LA	177
Paralysis	ME	177
Paralysis	MD	177
Paralysis	MA	177
Paralysis	MI	177
Paralysis	MN	177
Paralysis	MS	177
Paralysis	MO	177
Paralysis	MT	177
Paralysis	NE	177
Paralysis	NV	177
Paralysis	NH	177
Paralysis	NJ	177
Paralysis	NM	177
Paralysis	NY	177
Paralysis	NC	177
Paralysis	ND	177
Paralysis	OH	177
